prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,desired_cfs,idx,test_id,dataset,black_box
register,contacthospital,createquestionnaire,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,5.0,20,1,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highinsurancecheck,highmedicalhistory,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,skipquestionnaire,archive,0,5.0,20,2,synthetic_data,xgboost
register,createquestionnaire,highmedicalhistory,contacthospital,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,receivequestionnaireresponse,archive,0,0,5.0,20,3,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,sendquestionnaire,skipquestionnaire,archive,0,5.0,20,4,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,sendquestionnaire,skipquestionnaire,archive,0,10.0,20,5,synthetic_data,xgboost
register,contacthospital,createquestionnaire,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,10.0,20,6,synthetic_data,xgboost
register,contacthospital,highinsurancecheck,highmedicalhistory,rejectclaim,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,archive,0,10.0,20,7,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,sendquestionnaire,receivequestionnaireresponse,archive,0,10.0,20,8,synthetic_data,xgboost
register,contacthospital,createquestionnaire,highinsurancecheck,highmedicalhistory,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,skipquestionnaire,archive,0,10.0,20,9,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,15.0,20,10,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,archive,0,15.0,20,11,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,sendquestionnaire,skipquestionnaire,archive,0,15.0,20,12,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,15.0,20,13,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,contacthospital,highmedicalhistory,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,15.0,20,14,synthetic_data,xgboost
register,highinsurancecheck,highmedicalhistory,contacthospital,rejectclaim,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,preparenotificationcontent,sendnotificationbyphone,sendnotificationbypost,archive,0,20.0,20,15,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,contacthospital,highmedicalhistory,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,20.0,20,16,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,20.0,20,17,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,highinsurancecheck,rejectclaim,createquestionnaire,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,archive,0,20.0,20,18,synthetic_data,xgboost
register,contacthospital,createquestionnaire,highinsurancecheck,highmedicalhistory,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,skipquestionnaire,archive,0,20.0,20,19,synthetic_data,xgboost
register,contacthospital,createquestionnaire,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,5.0,21,0,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highinsurancecheck,highmedicalhistory,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,skipquestionnaire,archive,0,5.0,21,1,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highinsurancecheck,highmedicalhistory,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,archive,0,5.0,21,2,synthetic_data,xgboost
register,createquestionnaire,highmedicalhistory,contacthospital,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,receivequestionnaireresponse,archive,0,0,5.0,21,3,synthetic_data,xgboost
register,contacthospital,highinsurancecheck,createquestionnaire,highmedicalhistory,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,archive,0,5.0,21,4,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,10.0,21,5,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,archive,0,10.0,21,6,synthetic_data,xgboost
register,contacthospital,createquestionnaire,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,10.0,21,7,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highinsurancecheck,highmedicalhistory,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,archive,0,10.0,21,8,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highinsurancecheck,highmedicalhistory,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,skipquestionnaire,archive,0,10.0,21,9,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,15.0,21,10,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,archive,0,15.0,21,11,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,archive,0,15.0,21,12,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,contacthospital,highmedicalhistory,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,15.0,21,13,synthetic_data,xgboost
register,contacthospital,highmedicalhistory,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendquestionnaire,receivequestionnaireresponse,sendnotificationbyphone,archive,0,15.0,21,14,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,createquestionnaire,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,20.0,21,15,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,20.0,21,16,synthetic_data,xgboost
register,highmedicalhistory,contacthospital,highinsurancecheck,createquestionnaire,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,20.0,21,17,synthetic_data,xgboost
register,createquestionnaire,contacthospital,highmedicalhistory,highinsurancecheck,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyphone,sendquestionnaire,receivequestionnaireresponse,archive,0,20.0,21,18,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,contacthospital,highmedicalhistory,rejectclaim,preparenotificationcontent,sendnotificationbypost,sendnotificationbyemail,sendquestionnaire,skipquestionnaire,archive,0,20.0,21,19,synthetic_data,xgboost
