prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,prefix_16,prefix_17,prefix_18,prefix_19,prefix_20,prefix_21,prefix_22,prefix_23,prefix_24,prefix_25,prefix_26,prefix_27,prefix_28,prefix_29,prefix_30,prefix_31,prefix_32,prefix_33,prefix_34,prefix_35,desired_cfs,idx,test_id,dataset,black_box
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersschedule,wvaliderenaanvraagcomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,10.0,21,8,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersschedule,wvaliderenaanvraagcomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,wvaliderenaanvraagschedule,wnabellenincompletedossierscomplete,wvaliderenaanvraagstart,aregisteredcomplete,10.0,21,9,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersschedule,wvaliderenaanvraagcomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,15.0,21,10,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,ocreatedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersschedule,wvaliderenaanvraagcomplete,osentbackcomplete,wvaliderenaanvraagschedule,aregisteredcomplete,wvaliderenaanvraagstart,aactivatedcomplete,wvaliderenaanvraagstart,0,15.0,21,11,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersschedule,wvaliderenaanvraagcomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,15.0,21,12,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersschedule,wvaliderenaanvraagcomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,15.0,21,13,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersschedule,wvaliderenaanvraagcomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,wvaliderenaanvraagschedule,wnabellenincompletedossierscomplete,wvaliderenaanvraagstart,aregisteredcomplete,15.0,21,14,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersschedule,wvaliderenaanvraagcomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,20.0,21,15,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersschedule,wvaliderenaanvraagcomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,20.0,21,16,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,oselectedcomplete,afinalizedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersschedule,wvaliderenaanvraagcomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,wvaliderenaanvraagschedule,wnabellenincompletedossierscomplete,wvaliderenaanvraagstart,aregisteredcomplete,20.0,21,17,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersschedule,wvaliderenaanvraagcomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,wnabellenincompletedossierscomplete,wnabellenincompletedossiersstart,20.0,21,18,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,wafhandelenleadsschedule,wafhandelenleadsstart,apreacceptedcomplete,wcompleterenaanvraagschedule,wafhandelenleadscomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,odeclinedcomplete,adeclinedcomplete,wvaliderenaanvraagcomplete,20.0,21,19,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersstart,odeclinedcomplete,wnabellenincompletedossierscomplete,0,5.0,20,0,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,ocancelledcomplete,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,adeclinedcomplete,odeclinedcomplete,wvaliderenaanvraagcomplete,odeclinedcomplete,5.0,20,1,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,ocreatedcomplete,oselectedcomplete,wnabellenoffertesschedule,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersschedule,odeclinedcomplete,wvaliderenaanvraagcomplete,0,5.0,20,2,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wnabellenincompletedossierscomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersschedule,wbeoordelenfraudestart,wnabellenincompletedossierscomplete,0,5.0,20,3,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,aapprovedcomplete,oacceptedcomplete,aregisteredcomplete,aactivatedcomplete,wvaliderenaanvraagcomplete,0,5.0,20,4,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,oacceptedcomplete,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,afinalizedcomplete,wvaliderenaanvraagcomplete,0,10.0,20,5,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,wnabellenoffertesschedule,osentcomplete,aregisteredcomplete,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,adeclinedcomplete,wvaliderenaanvraagcomplete,wvaliderenaanvraagcomplete,0,10.0,20,6,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wbeoordelenfraudestart,wvaliderenaanvraagstart,wnabellenoffertesschedule,wvaliderenaanvraagcomplete,oacceptedcomplete,0,10.0,20,7,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wnabellenoffertesschedule,wvaliderenaanvraagcomplete,oacceptedcomplete,10.0,20,8,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,wafhandelenleadscomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersstart,wvaliderenaanvraagstart,wnabellenincompletedossierscomplete,odeclinedcomplete,aapprovedcomplete,0,10.0,20,9,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,0,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,0,0,afinalizedcomplete,0,15.0,20,10,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,acancelledcomplete,osentcomplete,wvaliderenaanvraagschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersschedule,aactivatedcomplete,wvaliderenaanvraagcomplete,0,15.0,20,11,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,0,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,wnabellenincompletedossiersschedule,0,aregisteredcomplete,0,15.0,20,12,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,wnabellenoffertesschedule,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,adeclinedcomplete,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,afinalizedcomplete,wvaliderenaanvraagcomplete,0,15.0,20,13,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,0,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,afinalizedcomplete,oselectedcomplete,ocreatedcomplete,osentcomplete,wnabellenoffertesschedule,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,oacceptedcomplete,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,0,aactivatedcomplete,wvaliderenaanvraagcomplete,0,15.0,20,14,bpic2012_O_ACCEPTED-COMPLETE,xgboost
asubmittedcomplete,apartlysubmittedcomplete,apreacceptedcomplete,wcompleterenaanvraagschedule,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,wcompleterenaanvraagcomplete,wcompleterenaanvraagstart,aacceptedcomplete,ocreatedcomplete,oselectedcomplete,wafhandelenleadscomplete,osentcomplete,wvaliderenaanvraagcomplete,wcompleterenaanvraagcomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,wnabellenoffertescomplete,wnabellenoffertesstart,osentbackcomplete,wvaliderenaanvraagschedule,wnabellenoffertescomplete,wvaliderenaanvraagstart,wvaliderenaanvraagcomplete,wvaliderenaanvraagstart,adeclinedcomplete,odeclinedcomplete,wvaliderenaanvraagcomplete,0,20.0,20,15,bpic2012_O_ACCEPTED-COMPLETE,xgboost
