prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,prefix_14,prefix_15,desired_cfs,idx,test_id,dataset,black_box
acreateapplication,wcompleteapplication,whandleleads,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,wassesspotentialfraud,0,ocreateoffer,acancelled,wcompleteapplication,0,aaccepted,aaccepted,5.0,21,4,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,osentmailandonline,ocreateoffer,osentmailandonline,wcompleteapplication,0,wcallafteroffers,wcallafteroffers,10.0,21,5,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,osentmailandonline,acancelled,wcompleteapplication,orefused,wcallafteroffers,wcallafteroffers,10.0,21,6,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,adenied,ocreated,wcompleteapplication,wshortenedcompletion,wcallafteroffers,wassesspotentialfraud,10.0,21,7,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,osentmailandonline,acancelled,acancelled,acancelled,wcallafteroffers,wcallafteroffers,10.0,21,8,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,aaccepted,acancelled,wcompleteapplication,osentonlineonly,wcallafteroffers,wassesspotentialfraud,10.0,21,9,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,0,ocreateoffer,ocreated,wcompleteapplication,ocancelled,wcallafteroffers,wcallafteroffers,15.0,21,10,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,aaccepted,0,wcompleteapplication,ocreated,wcallafteroffers,wcallafteroffers,15.0,21,11,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,0,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,0,0,wcompleteapplication,ocreated,wcallafteroffers,wcallafteroffers,15.0,21,12,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,ocancelled,adenied,0,wcompleteapplication,0,wcallafteroffers,wcallafteroffers,15.0,21,13,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,0,adenied,0,0,wcompleteapplication,ocancelled,wcallafteroffers,acomplete,15.0,21,14,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,ocreateoffer,0,wcallafteroffers,ocancelled,wcallafteroffers,ocancelled,20.0,21,15,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,aaccepted,aaccepted,ocreateoffer,orefused,wcompleteapplication,ocancelled,osentmailandonline,osentmailandonline,20.0,21,16,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,0,0,whandleleads,aaccepted,wcompleteapplication,0,wcallafteroffers,0,20.0,21,17,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,0,0,adenied,0,wcompleteapplication,ocancelled,wcallafteroffers,0,20.0,21,18,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,0,0,0,aaccepted,wcompleteapplication,ocancelled,wcallafteroffers,ocreateoffer,20.0,21,19,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,ocreateoffer,acancelled,aaccepted,wcallafteroffers,wassesspotentialfraud,ocancelled,ocancelled,ocreateoffer,wcallafteroffers,5.0,20,0,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wcompleteapplication,wcompleteapplication,acancelled,aconcept,adenied,osentmailandonline,wcompleteapplication,acancelled,osentmailandonline,orefused,5.0,20,1,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,wcompleteapplication,aaccepted,wassesspotentialfraud,adenied,aconcept,wcompleteapplication,aconcept,osentmailandonline,wcompleteapplication,osentmailandonline,5.0,20,2,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wassesspotentialfraud,wcompleteapplication,aaccepted,wassesspotentialfraud,ocancelled,wcompleteapplication,acancelled,0,aconcept,aaccepted,aaccepted,5.0,20,3,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,ocreateoffer,aconcept,ocreateoffer,ocreateoffer,ocreated,0,wcompleteapplication,ocreated,ocancelled,5.0,20,4,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wassesspotentialfraud,wassesspotentialfraud,aconcept,aaccepted,wcallafteroffers,aaccepted,ocreateoffer,orefused,wcallafteroffers,wcallafteroffers,10.0,20,5,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wassesspotentialfraud,wassesspotentialfraud,ocreated,aaccepted,aaccepted,osentmailandonline,0,wcompleteapplication,acomplete,osentmailandonline,10.0,20,6,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,aconcept,aconcept,osentmailandonline,whandleleads,0,osentonlineonly,wcompleteapplication,aaccepted,wcallafteroffers,10.0,20,7,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,ocreateoffer,adenied,orefused,acancelled,orefused,wassesspotentialfraud,ocancelled,ocreateoffer,ocancelled,10.0,20,8,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,aconcept,wassesspotentialfraud,aaccepted,ocreateoffer,ocreated,wassesspotentialfraud,acancelled,orefused,osentmailandonline,adenied,10.0,20,9,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,aconcept,aconcept,acancelled,aaccepted,aconcept,ocancelled,0,ocreated,ocreateoffer,ocreated,15.0,20,10,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wassesspotentialfraud,wcompleteapplication,ocreateoffer,aaccepted,aaccepted,ocreateoffer,whandleleads,acancelled,ocancelled,adenied,wcallafteroffers,15.0,20,11,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,aaccepted,aconcept,aaccepted,wcompleteapplication,wcallafteroffers,ocancelled,ocreateoffer,ocancelled,ocreateoffer,osentonlineonly,15.0,20,12,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,whandleleads,ocreated,adenied,ocreateoffer,0,0,ocancelled,ocreated,ocreateoffer,15.0,20,13,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,aconcept,ocreated,aconcept,ocreated,adenied,osentmailandonline,wshortenedcompletion,ocreated,wcallafteroffers,wcallafteroffers,15.0,20,14,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,ocreated,aaccepted,ocancelled,orefused,ocancelled,ocreateoffer,wcompleteapplication,ocreateoffer,ocancelled,20.0,20,15,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,wcompleteapplication,osentonlineonly,osentonlineonly,wcompleteapplication,ocancelled,ocreateoffer,wassesspotentialfraud,20.0,20,16,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wassesspotentialfraud,aconcept,whandleleads,adenied,aaccepted,aaccepted,wcallafteroffers,wshortenedcompletion,ocancelled,ocreateoffer,ocreated,20.0,20,17,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,ocreateoffer,aaccepted,wcompleteapplication,adenied,aaccepted,wcompleteapplication,acancelled,ocancelled,wcompleteapplication,acomplete,20.0,20,18,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,aconcept,wcompleteapplication,aconcept,ocreateoffer,adenied,wcompleteapplication,aconcept,wassesspotentialfraud,ocreated,ocancelled,ocreateoffer,wcallafteroffers,20.0,20,19,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wcompleteapplication,wcompleteapplication,acancelled,aconcept,adenied,osentmailandonline,wcompleteapplication,acancelled,osentmailandonline,orefused,5.0,21,0,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,aconcept,wcompleteapplication,wassesspotentialfraud,aconcept,ocancelled,aaccepted,adenied,osentmailandonline,orefused,wcallafteroffers,aconcept,orefused,5.0,21,1,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,wassesspotentialfraud,ocreateoffer,ocreateoffer,aconcept,ocreateoffer,ocreateoffer,ocreated,0,wcompleteapplication,ocreated,ocancelled,5.0,21,2,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,ocreateoffer,acancelled,aaccepted,wcallafteroffers,wassesspotentialfraud,ocancelled,ocancelled,ocreateoffer,wcallafteroffers,5.0,21,3,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,wcompleteapplication,aaccepted,wassesspotentialfraud,adenied,aconcept,wcompleteapplication,aconcept,osentmailandonline,wcompleteapplication,osentmailandonline,5.0,21,4,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wassesspotentialfraud,wassesspotentialfraud,aconcept,aaccepted,wcallafteroffers,aaccepted,ocreateoffer,orefused,wcallafteroffers,wcallafteroffers,10.0,21,5,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wcompleteapplication,wcompleteapplication,ocreateoffer,aaccepted,aconcept,wcallafteroffers,whandleleads,acancelled,wcompleteapplication,wvalidateapplication,10.0,21,6,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,aaccepted,ocreated,aaccepted,aaccepted,aaccepted,acancelled,aaccepted,wcompleteapplication,wcallafteroffers,wassesspotentialfraud,10.0,21,7,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,aconcept,aaccepted,wcompleteapplication,wcompleteapplication,aaccepted,ocancelled,aaccepted,wassesspotentialfraud,wshortenedcompletion,wcompleteapplication,osentmailandonline,acancelled,10.0,21,8,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,wcompleteapplication,whandleleads,wcompleteapplication,wassesspotentialfraud,wassesspotentialfraud,ocreated,aaccepted,aaccepted,osentmailandonline,0,wcompleteapplication,acomplete,osentmailandonline,10.0,21,9,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,aconcept,ocreated,aconcept,ocreated,adenied,osentmailandonline,wshortenedcompletion,ocreated,wcallafteroffers,wcallafteroffers,15.0,21,10,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,aconcept,wcompleteapplication,ocreateoffer,aconcept,adenied,ocreateoffer,aaccepted,acancelled,aaccepted,wcompleteapplication,osentmailandonline,wcallafteroffers,15.0,21,11,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wcompleteapplication,wassesspotentialfraud,aconcept,ocreated,aaccepted,ocreateoffer,acancelled,wcompleteapplication,aconcept,acomplete,adenied,15.0,21,12,BPIC17_O_ACCEPTED,xgboost
acreateapplication,asubmitted,whandleleads,whandleleads,wassesspotentialfraud,wcompleteapplication,ocreateoffer,aaccepted,aaccepted,ocreateoffer,whandleleads,acancelled,ocancelled,adenied,wcallafteroffers,15.0,21,13,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,wcompleteapplication,ocancelled,wcompleteapplication,aaccepted,0,wcallafteroffers,wcallafteroffers,adenied,wassesspotentialfraud,15.0,21,14,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,aconcept,wcompleteapplication,aaccepted,wcompleteapplication,osentonlineonly,osentonlineonly,wcompleteapplication,ocancelled,ocreateoffer,wassesspotentialfraud,20.0,21,15,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,whandleleads,wassesspotentialfraud,wcompleteapplication,aaccepted,acancelled,aaccepted,ocreated,osentonlineonly,wcompleteapplication,wcallafteroffers,ocreated,acomplete,20.0,21,16,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,aconcept,wcompleteapplication,wassesspotentialfraud,aaccepted,aaccepted,orefused,ocreated,adenied,wcompleteapplication,wcompleteapplication,osentonlineonly,0,20.0,21,17,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,wcompleteapplication,whandleleads,aaccepted,wcompleteapplication,wcompleteapplication,acancelled,ocancelled,ocreateoffer,adenied,wcompleteapplication,acomplete,osentmailandonline,aconcept,20.0,21,18,BPIC17_O_ACCEPTED,xgboost
acreateapplication,wcompleteapplication,whandleleads,aconcept,wcompleteapplication,wassesspotentialfraud,aaccepted,aconcept,aconcept,ocreated,ocreated,acomplete,wcompleteapplication,aaccepted,ocancelled,20.0,21,19,BPIC17_O_ACCEPTED,xgboost
