prefix_1,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,prefix_8,prefix_9,prefix_10,prefix_11,prefix_12,prefix_13,desired_cfs,idx,test_id,dataset,black_box
register,highmedicalhistory,sendquestionnaire,highmedicalhistory,lowmedicalhistory,highmedicalhistory,createquestionnaire,sendquestionnaire,preparenotificationcontent,sendnotificationbyemail,receivequestionnaireresponse,receivequestionnaireresponse,archive,15.0,20,10,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,0,0,15.0,20,11,synthetic_data,xgboost
register,createquestionnaire,createquestionnaire,sendquestionnaire,lowinsurancecheck,createquestionnaire,preparenotificationcontent,sendnotificationbyphone,skipquestionnaire,0,sendnotificationbyphone,receivequestionnaireresponse,0,15.0,20,12,synthetic_data,xgboost
register,createquestionnaire,highinsurancecheck,lowinsurancecheck,acceptclaim,highmedicalhistory,sendnotificationbyemail,receivequestionnaireresponse,preparenotificationcontent,sendquestionnaire,sendnotificationbypost,receivequestionnaireresponse,archive,15.0,20,13,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,preparenotificationcontent,createquestionnaire,sendnotificationbyemail,sendquestionnaire,receivequestionnaireresponse,archive,0,0,0,15.0,20,14,synthetic_data,xgboost
register,highmedicalhistory,createquestionnaire,sendquestionnaire,createquestionnaire,sendnotificationbyemail,preparenotificationcontent,sendquestionnaire,sendnotificationbyphone,sendnotificationbyphone,sendnotificationbypost,sendnotificationbyphone,0,20.0,20,15,synthetic_data,xgboost
register,highmedicalhistory,createquestionnaire,highinsurancecheck,highmedicalhistory,createquestionnaire,preparenotificationcontent,receivequestionnaireresponse,archive,archive,sendnotificationbypost,sendnotificationbyemail,archive,20.0,20,16,synthetic_data,xgboost
register,lowinsurancecheck,highmedicalhistory,receivequestionnaireresponse,createquestionnaire,createquestionnaire,rejectclaim,preparenotificationcontent,sendnotificationbyphone,sendquestionnaire,0,archive,0,20.0,20,17,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,0,0,20.0,20,18,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,receivequestionnaireresponse,preparenotificationcontent,preparenotificationcontent,preparenotificationcontent,sendquestionnaire,createquestionnaire,createquestionnaire,sendnotificationbyemail,sendnotificationbyemail,0,20.0,20,19,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,5.0,20,0,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,5.0,20,1,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,5.0,20,2,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,sendnotificationbyemail,receivequestionnaireresponse,sendnotificationbyphone,archive,0,0,5.0,20,3,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,10.0,20,4,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,10.0,20,5,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,10.0,20,6,synthetic_data,xgboost
register,highmedicalhistory,lowinsurancecheck,lowmedicalhistory,createquestionnaire,acceptclaim,contacthospital,acceptclaim,sendquestionnaire,sendnotificationbyemail,0,sendnotificationbyemail,0,10.0,20,7,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbyphone,sendquestionnaire,skipquestionnaire,archive,0,0,10.0,20,8,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,0,0,15.0,20,9,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,15.0,20,10,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,15.0,20,11,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,15.0,20,12,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendnotificationbyemail,sendnotificationbyphone,sendquestionnaire,skipquestionnaire,archive,0,0,15.0,20,13,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,0,0,20.0,20,14,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,20.0,20,15,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,receivequestionnaireresponse,archive,0,0,0,0,20.0,20,16,synthetic_data,xgboost
register,lowmedicalhistory,lowinsurancecheck,acceptclaim,preparenotificationcontent,createquestionnaire,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,20.0,20,17,synthetic_data,xgboost
register,lowinsurancecheck,lowmedicalhistory,acceptclaim,createquestionnaire,preparenotificationcontent,sendquestionnaire,skipquestionnaire,archive,0,0,0,0,20.0,20,18,synthetic_data,xgboost
